"AGE","GEO","SEX","TIME","CITIZEN","UNIT","Value","Flag and Footnotes"
"From 55 to 59 years","Poland","Females","2015","Total","Percentage","5.4",""
"From 55 to 59 years","Poland","Females","2016","Total","Percentage","4.1",""
"From 55 to 59 years","Portugal","Total","2005","Total","Percentage","7.3","b"
"From 55 to 59 years","Portugal","Total","2006","Total","Percentage","7.3",""
"From 55 to 59 years","Portugal","Total","2007","Total","Percentage","7.4",""
"From 55 to 59 years","Portugal","Total","2008","Total","Percentage","7.7",""
"From 55 to 59 years","Portugal","Total","2009","Total","Percentage","8.7",""
"From 55 to 59 years","Portugal","Total","2010","Total","Percentage","10.3",""
"From 55 to 59 years","Portugal","Total","2011","Total","Percentage","11.7","b"
"From 55 to 59 years","Portugal","Total","2012","Total","Percentage","13.5",""
"From 55 to 59 years","Portugal","Total","2013","Total","Percentage","14.2",""
"From 55 to 59 years","Portugal","Total","2014","Total","Percentage","14.5",""
"From 55 to 59 years","Portugal","Total","2015","Total","Percentage","13.0",""
"From 55 to 59 years","Portugal","Total","2016","Total","Percentage","11.2",""
"From 55 to 59 years","Portugal","Males","2005","Total","Percentage","8.4","b"
"From 55 to 59 years","Portugal","Males","2006","Total","Percentage","8.1",""
"From 55 to 59 years","Portugal","Males","2007","Total","Percentage","8.1",""
"From 55 to 59 years","Portugal","Males","2008","Total","Percentage","8.2",""
"From 55 to 59 years","Portugal","Males","2009","Total","Percentage","9.0",""
"From 55 to 59 years","Portugal","Males","2010","Total","Percentage","11.1",""
"From 55 to 59 years","Portugal","Males","2011","Total","Percentage","13.1","b"
"From 55 to 59 years","Portugal","Males","2012","Total","Percentage","15.2",""
"From 55 to 59 years","Portugal","Males","2013","Total","Percentage","14.9",""
"From 55 to 59 years","Portugal","Males","2014","Total","Percentage","15.5",""
"From 55 to 59 years","Portugal","Males","2015","Total","Percentage","14.1",""
"From 55 to 59 years","Portugal","Males","2016","Total","Percentage","12.9",""
"From 55 to 59 years","Portugal","Females","2005","Total","Percentage","6.0","b"
"From 55 to 59 years","Portugal","Females","2006","Total","Percentage","6.2",""
"From 55 to 59 years","Portugal","Females","2007","Total","Percentage","6.6",""
"From 55 to 59 years","Portugal","Females","2008","Total","Percentage","7.0",""
"From 55 to 59 years","Portugal","Females","2009","Total","Percentage","8.4",""
"From 55 to 59 years","Portugal","Females","2010","Total","Percentage","9.3",""
"From 55 to 59 years","Portugal","Females","2011","Total","Percentage","10.1","b"
"From 55 to 59 years","Portugal","Females","2012","Total","Percentage","11.7",""
"From 55 to 59 years","Portugal","Females","2013","Total","Percentage","13.4",""
"From 55 to 59 years","Portugal","Females","2014","Total","Percentage","13.2",""
"From 55 to 59 years","Portugal","Females","2015","Total","Percentage","11.7",""
"From 55 to 59 years","Portugal","Females","2016","Total","Percentage","9.3",""
"From 55 to 59 years","Romania","Total","2005","Total","Percentage","3.3","b"
"From 55 to 59 years","Romania","Total","2006","Total","Percentage","3.4",""
"From 55 to 59 years","Romania","Total","2007","Total","Percentage","2.9",""
"From 55 to 59 years","Romania","Total","2008","Total","Percentage","3.1",""
"From 55 to 59 years","Romania","Total","2009","Total","Percentage","3.7",""
"From 55 to 59 years","Romania","Total","2010","Total","Percentage","4.5","b"
"From 55 to 59 years","Romania","Total","2011","Total","Percentage","4.7",""
"From 55 to 59 years","Romania","Total","2012","Total","Percentage","4.3",""
"From 55 to 59 years","Romania","Total","2013","Total","Percentage","4.6",""
"From 55 to 59 years","Romania","Total","2014","Total","Percentage","3.9",""
"From 55 to 59 years","Romania","Total","2015","Total","Percentage","4.4",""
"From 55 to 59 years","Romania","Total","2016","Total","Percentage","4.0",""
"From 55 to 59 years","Romania","Males","2005","Total","Percentage","4.6","b"
"From 55 to 59 years","Romania","Males","2006","Total","Percentage","5.1",""
"From 55 to 59 years","Romania","Males","2007","Total","Percentage","4.3",""
"From 55 to 59 years","Romania","Males","2008","Total","Percentage","4.5",""
"From 55 to 59 years","Romania","Males","2009","Total","Percentage","4.9",""
"From 55 to 59 years","Romania","Males","2010","Total","Percentage","6.0","b"
"From 55 to 59 years","Romania","Males","2011","Total","Percentage","6.7",""
"From 55 to 59 years","Romania","Males","2012","Total","Percentage","5.6",""
"From 55 to 59 years","Romania","Males","2013","Total","Percentage","5.5",""
"From 55 to 59 years","Romania","Males","2014","Total","Percentage","4.5",""
"From 55 to 59 years","Romania","Males","2015","Total","Percentage","5.5",""
"From 55 to 59 years","Romania","Males","2016","Total","Percentage","4.9",""
"From 55 to 59 years","Romania","Females","2005","Total","Percentage",":","bu"
"From 55 to 59 years","Romania","Females","2006","Total","Percentage",":","u"
"From 55 to 59 years","Romania","Females","2007","Total","Percentage",":","u"
"From 55 to 59 years","Romania","Females","2008","Total","Percentage",":","u"
"From 55 to 59 years","Romania","Females","2009","Total","Percentage",":","u"
"From 55 to 59 years","Romania","Females","2010","Total","Percentage","2.4","bu"
"From 55 to 59 years","Romania","Females","2011","Total","Percentage",":","u"
"From 55 to 59 years","Romania","Females","2012","Total","Percentage","2.4","u"
"From 55 to 59 years","Romania","Females","2013","Total","Percentage","3.3","u"
"From 55 to 59 years","Romania","Females","2014","Total","Percentage","3.0","u"
"From 55 to 59 years","Romania","Females","2015","Total","Percentage","2.9","u"
"From 55 to 59 years","Romania","Females","2016","Total","Percentage","2.8","u"
"From 55 to 59 years","Slovenia","Total","2005","Total","Percentage","5.1","bu"
"From 55 to 59 years","Slovenia","Total","2006","Total","Percentage","3.0","u"
"From 55 to 59 years","Slovenia","Total","2007","Total","Percentage","3.9","u"
"From 55 to 59 years","Slovenia","Total","2008","Total","Percentage","4.4","u"
"From 55 to 59 years","Slovenia","Total","2009","Total","Percentage","4.1","u"
"From 55 to 59 years","Slovenia","Total","2010","Total","Percentage","4.4","u"
"From 55 to 59 years","Slovenia","Total","2011","Total","Percentage","7.2",""
"From 55 to 59 years","Slovenia","Total","2012","Total","Percentage","6.9",""
"From 55 to 59 years","Slovenia","Total","2013","Total","Percentage","7.5",""
"From 55 to 59 years","Slovenia","Total","2014","Total","Percentage","8.8",""
"From 55 to 59 years","Slovenia","Total","2015","Total","Percentage","7.5",""
"From 55 to 59 years","Slovenia","Total","2016","Total","Percentage","6.2",""
"From 55 to 59 years","Slovenia","Males","2005","Total","Percentage","5.9","bu"
"From 55 to 59 years","Slovenia","Males","2006","Total","Percentage","3.2","u"
"From 55 to 59 years","Slovenia","Males","2007","Total","Percentage","3.5","u"
"From 55 to 59 years","Slovenia","Males","2008","Total","Percentage","4.1","u"
"From 55 to 59 years","Slovenia","Males","2009","Total","Percentage","4.4","u"
"From 55 to 59 years","Slovenia","Males","2010","Total","Percentage","4.4","u"
"From 55 to 59 years","Slovenia","Males","2011","Total","Percentage","8.5",""
"From 55 to 59 years","Slovenia","Males","2012","Total","Percentage","7.5","u"
"From 55 to 59 years","Slovenia","Males","2013","Total","Percentage","7.8","u"
"From 55 to 59 years","Slovenia","Males","2014","Total","Percentage","9.5",""
"From 55 to 59 years","Slovenia","Males","2015","Total","Percentage","7.6","u"
"From 55 to 59 years","Slovenia","Males","2016","Total","Percentage","7.2","u"
"From 55 to 59 years","Slovenia","Females","2005","Total","Percentage",":","bu"
"From 55 to 59 years","Slovenia","Females","2006","Total","Percentage","2.8","u"
"From 55 to 59 years","Slovenia","Females","2007","Total","Percentage","4.7","u"
"From 55 to 59 years","Slovenia","Females","2008","Total","Percentage","5.1","u"
"From 55 to 59 years","Slovenia","Females","2009","Total","Percentage","3.6","u"
"From 55 to 59 years","Slovenia","Females","2010","Total","Percentage","4.2","u"
"From 55 to 59 years","Slovenia","Females","2011","Total","Percentage","4.6","u"
"From 55 to 59 years","Slovenia","Females","2012","Total","Percentage","5.9","u"
"From 55 to 59 years","Slovenia","Females","2013","Total","Percentage","6.9","u"
"From 55 to 59 years","Slovenia","Females","2014","Total","Percentage","7.8","u"
"From 55 to 59 years","Slovenia","Females","2015","Total","Percentage","7.4","u"
"From 55 to 59 years","Slovenia","Females","2016","Total","Percentage","4.9","u"
"From 55 to 59 years","Slovakia","Total","2005","Total","Percentage","13.8","b"
"From 55 to 59 years","Slovakia","Total","2006","Total","Percentage","10.3",""
"From 55 to 59 years","Slovakia","Total","2007","Total","Percentage","8.6",""
"From 55 to 59 years","Slovakia","Total","2008","Total","Percentage","7.0",""
"From 55 to 59 years","Slovakia","Total","2009","Total","Percentage","8.3",""
"From 55 to 59 years","Slovakia","Total","2010","Total","Percentage","11.4",""
"From 55 to 59 years","Slovakia","Total","2011","Total","Percentage","11.0","b"
"From 55 to 59 years","Slovakia","Total","2012","Total","Percentage","12.6",""
"From 55 to 59 years","Slovakia","Total","2013","Total","Percentage","12.6",""
"From 55 to 59 years","Slovakia","Total","2014","Total","Percentage","11.8",""
"From 55 to 59 years","Slovakia","Total","2015","Total","Percentage","10.0",""
"From 55 to 59 years","Slovakia","Total","2016","Total","Percentage","10.1",""
"From 55 to 59 years","Slovakia","Males","2005","Total","Percentage","14.2","b"
"From 55 to 59 years","Slovakia","Males","2006","Total","Percentage","10.6",""
"From 55 to 59 years","Slovakia","Males","2007","Total","Percentage","8.5",""
"From 55 to 59 years","Slovakia","Males","2008","Total","Percentage","6.1",""
"From 55 to 59 years","Slovakia","Males","2009","Total","Percentage","7.0",""
"From 55 to 59 years","Slovakia","Males","2010","Total","Percentage","11.0",""
"From 55 to 59 years","Slovakia","Males","2011","Total","Percentage","12.0","b"
"From 55 to 59 years","Slovakia","Males","2012","Total","Percentage","13.0",""
"From 55 to 59 years","Slovakia","Males","2013","Total","Percentage","12.4",""
"From 55 to 59 years","Slovakia","Males","2014","Total","Percentage","11.1",""
"From 55 to 59 years","Slovakia","Males","2015","Total","Percentage","8.9",""
"From 55 to 59 years","Slovakia","Males","2016","Total","Percentage","9.3",""
"From 55 to 59 years","Slovakia","Females","2005","Total","Percentage","12.7","b"
"From 55 to 59 years","Slovakia","Females","2006","Total","Percentage","9.5",""
"From 55 to 59 years","Slovakia","Females","2007","Total","Percentage","8.9",""
"From 55 to 59 years","Slovakia","Females","2008","Total","Percentage","8.6",""
"From 55 to 59 years","Slovakia","Females","2009","Total","Percentage","10.3",""
"From 55 to 59 years","Slovakia","Females","2010","Total","Percentage","12.0",""
"From 55 to 59 years","Slovakia","Females","2011","Total","Percentage","9.6","b"
"From 55 to 59 years","Slovakia","Females","2012","Total","Percentage","12.2",""
"From 55 to 59 years","Slovakia","Females","2013","Total","Percentage","12.9",""
"From 55 to 59 years","Slovakia","Females","2014","Total","Percentage","12.6",""
"From 55 to 59 years","Slovakia","Females","2015","Total","Percentage","11.2",""
"From 55 to 59 years","Slovakia","Females","2016","Total","Percentage","11.0",""
"From 55 to 59 years","Finland","Total","2005","Total","Percentage","7.8","b"
"From 55 to 59 years","Finland","Total","2006","Total","Percentage","7.7",""
"From 55 to 59 years","Finland","Total","2007","Total","Percentage","7.3",""
"From 55 to 59 years","Finland","Total","2008","Total","Percentage","6.3","b"
"From 55 to 59 years","Finland","Total","2009","Total","Percentage","7.0",""
"From 55 to 59 years","Finland","Total","2010","Total","Percentage","7.2",""
"From 55 to 59 years","Finland","Total","2011","Total","Percentage","6.9",""
"From 55 to 59 years","Finland","Total","2012","Total","Percentage","6.8",""
"From 55 to 59 years","Finland","Total","2013","Total","Percentage","7.2",""
"From 55 to 59 years","Finland","Total","2014","Total","Percentage","7.2",""
"From 55 to 59 years","Finland","Total","2015","Total","Percentage","8.2",""
"From 55 to 59 years","Finland","Total","2016","Total","Percentage","7.7",""
"From 55 to 59 years","Finland","Males","2005","Total","Percentage","8.4","b"
"From 55 to 59 years","Finland","Males","2006","Total","Percentage","7.7",""
"From 55 to 59 years","Finland","Males","2007","Total","Percentage","8.1",""
"From 55 to 59 years","Finland","Males","2008","Total","Percentage","6.9","b"
"From 55 to 59 years","Finland","Males","2009","Total","Percentage","7.5",""
"From 55 to 59 years","Finland","Males","2010","Total","Percentage","8.3",""
"From 55 to 59 years","Finland","Males","2011","Total","Percentage","8.5",""
"From 55 to 59 years","Finland","Males","2012","Total","Percentage","8.5",""
"From 55 to 59 years","Finland","Males","2013","Total","Percentage","8.2",""
"From 55 to 59 years","Finland","Males","2014","Total","Percentage","8.9",""
"From 55 to 59 years","Finland","Males","2015","Total","Percentage","9.6",""
"From 55 to 59 years","Finland","Males","2016","Total","Percentage","8.7",""
"From 55 to 59 years","Finland","Females","2005","Total","Percentage","7.1","b"
"From 55 to 59 years","Finland","Females","2006","Total","Percentage","7.7",""
"From 55 to 59 years","Finland","Females","2007","Total","Percentage","6.6",""
"From 55 to 59 years","Finland","Females","2008","Total","Percentage","5.7","b"
"From 55 to 59 years","Finland","Females","2009","Total","Percentage","6.5",""
"From 55 to 59 years","Finland","Females","2010","Total","Percentage","6.1",""
"From 55 to 59 years","Finland","Females","2011","Total","Percentage","5.4",""
"From 55 to 59 years","Finland","Females","2012","Total","Percentage","5.3",""
"From 55 to 59 years","Finland","Females","2013","Total","Percentage","6.4",""
"From 55 to 59 years","Finland","Females","2014","Total","Percentage","5.7",""
"From 55 to 59 years","Finland","Females","2015","Total","Percentage","7.0",""
"From 55 to 59 years","Finland","Females","2016","Total","Percentage","6.9",""
"From 55 to 59 years","Sweden","Total","2005","Total","Percentage","3.9","b"
"From 55 to 59 years","Sweden","Total","2006","Total","Percentage","4.1",""
"From 55 to 59 years","Sweden","Total","2007","Total","Percentage","3.5",""
"From 55 to 59 years","Sweden","Total","2008","Total","Percentage","3.5",""
"From 55 to 59 years","Sweden","Total","2009","Total","Percentage","5.1",""
"From 55 to 59 years","Sweden","Total","2010","Total","Percentage","5.7",""
"From 55 to 59 years","Sweden","Total","2011","Total","Percentage","5.2",""
"From 55 to 59 years","Sweden","Total","2012","Total","Percentage","5.0",""
"From 55 to 59 years","Sweden","Total","2013","Total","Percentage","5.0",""
