"TIME","GEO","SEX","AGE","CITIZEN","UNIT","Value","Flag and Footnotes"
"2015Q4","Sweden","Females","From 15 to 74 years","Total","Percentage","6.4",""
"2015Q4","United Kingdom","Total","From 15 to 74 years","Total","Percentage","4.9",""
"2015Q4","United Kingdom","Males","From 15 to 74 years","Total","Percentage","5.0",""
"2015Q4","United Kingdom","Females","From 15 to 74 years","Total","Percentage","4.8",""
"2015Q4","Iceland","Total","From 15 to 74 years","Total","Percentage","3.1",""
"2015Q4","Iceland","Males","From 15 to 74 years","Total","Percentage","3.8",""
"2015Q4","Iceland","Females","From 15 to 74 years","Total","Percentage","2.3",""
"2015Q4","Norway","Total","From 15 to 74 years","Total","Percentage","4.2",""
"2015Q4","Norway","Males","From 15 to 74 years","Total","Percentage","4.2",""
"2015Q4","Norway","Females","From 15 to 74 years","Total","Percentage","4.1",""
"2015Q4","Switzerland","Total","From 15 to 74 years","Total","Percentage","4.9",""
"2015Q4","Switzerland","Males","From 15 to 74 years","Total","Percentage","4.7",""
"2015Q4","Switzerland","Females","From 15 to 74 years","Total","Percentage","5.2",""
"2015Q4","Former Yugoslav Republic of Macedonia, the","Total","From 15 to 74 years","Total","Percentage","24.7",""
"2015Q4","Former Yugoslav Republic of Macedonia, the","Males","From 15 to 74 years","Total","Percentage","25.7",""
"2015Q4","Former Yugoslav Republic of Macedonia, the","Females","From 15 to 74 years","Total","Percentage","23.1",""
"2015Q4","Turkey","Total","From 15 to 74 years","Total","Percentage","10.5",""
"2015Q4","Turkey","Males","From 15 to 74 years","Total","Percentage","9.4",""
"2015Q4","Turkey","Females","From 15 to 74 years","Total","Percentage","12.9",""
"2016Q1","European Union (28 countries)","Total","From 15 to 74 years","Total","Percentage","9.2",""
"2016Q1","European Union (28 countries)","Males","From 15 to 74 years","Total","Percentage","9.1",""
"2016Q1","European Union (28 countries)","Females","From 15 to 74 years","Total","Percentage","9.3",""
"2016Q1","European Union (27 countries)","Total","From 15 to 74 years","Total","Percentage","9.1",""
"2016Q1","European Union (27 countries)","Males","From 15 to 74 years","Total","Percentage","9.1",""
"2016Q1","European Union (27 countries)","Females","From 15 to 74 years","Total","Percentage","9.2",""
"2016Q1","European Union (15 countries)","Total","From 15 to 74 years","Total","Percentage","9.6",""
"2016Q1","European Union (15 countries)","Males","From 15 to 74 years","Total","Percentage","9.5",""
"2016Q1","European Union (15 countries)","Females","From 15 to 74 years","Total","Percentage","9.8",""
"2016Q1","Euro area (19 countries)","Total","From 15 to 74 years","Total","Percentage","10.7",""
"2016Q1","Euro area (19 countries)","Males","From 15 to 74 years","Total","Percentage","10.5",""
"2016Q1","Euro area (19 countries)","Females","From 15 to 74 years","Total","Percentage","10.9",""
"2016Q1","Euro area (18 countries)","Total","From 15 to 74 years","Total","Percentage","10.7",""
"2016Q1","Euro area (18 countries)","Males","From 15 to 74 years","Total","Percentage","10.5",""
"2016Q1","Euro area (18 countries)","Females","From 15 to 74 years","Total","Percentage","11.0",""
"2016Q1","Euro area (17 countries)","Total","From 15 to 74 years","Total","Percentage","10.7",""
"2016Q1","Euro area (17 countries)","Males","From 15 to 74 years","Total","Percentage","10.5",""
"2016Q1","Euro area (17 countries)","Females","From 15 to 74 years","Total","Percentage","11.0",""
"2016Q1","Belgium","Total","From 15 to 74 years","Total","Percentage","8.3",""
"2016Q1","Belgium","Males","From 15 to 74 years","Total","Percentage","8.8",""
"2016Q1","Belgium","Females","From 15 to 74 years","Total","Percentage","7.8",""
"2016Q1","Bulgaria","Total","From 15 to 74 years","Total","Percentage","8.6",""
"2016Q1","Bulgaria","Males","From 15 to 74 years","Total","Percentage","9.3",""
"2016Q1","Bulgaria","Females","From 15 to 74 years","Total","Percentage","7.8",""
"2016Q1","Czech Republic","Total","From 15 to 74 years","Total","Percentage","4.4",""
"2016Q1","Czech Republic","Males","From 15 to 74 years","Total","Percentage","3.8",""
"2016Q1","Czech Republic","Females","From 15 to 74 years","Total","Percentage","5.1",""
"2016Q1","Denmark","Total","From 15 to 74 years","Total","Percentage","6.3","b"
"2016Q1","Denmark","Males","From 15 to 74 years","Total","Percentage","6.0","b"
"2016Q1","Denmark","Females","From 15 to 74 years","Total","Percentage","6.6","b"
"2016Q1","Germany (until 1990 former territory of the FRG)","Total","From 15 to 74 years","Total","Percentage","4.5",""
"2016Q1","Germany (until 1990 former territory of the FRG)","Males","From 15 to 74 years","Total","Percentage","4.8",""
"2016Q1","Germany (until 1990 former territory of the FRG)","Females","From 15 to 74 years","Total","Percentage","4.2",""
"2016Q1","Estonia","Total","From 15 to 74 years","Total","Percentage","6.5",""
"2016Q1","Estonia","Males","From 15 to 74 years","Total","Percentage","7.4",""
"2016Q1","Estonia","Females","From 15 to 74 years","Total","Percentage","5.5",""
"2016Q1","Ireland","Total","From 15 to 74 years","Total","Percentage","8.4",""
"2016Q1","Ireland","Males","From 15 to 74 years","Total","Percentage","10.0",""
"2016Q1","Ireland","Females","From 15 to 74 years","Total","Percentage","6.4",""
"2016Q1","Greece","Total","From 15 to 74 years","Total","Percentage","24.9",""
"2016Q1","Greece","Males","From 15 to 74 years","Total","Percentage","21.2",""
"2016Q1","Greece","Females","From 15 to 74 years","Total","Percentage","29.5",""
"2016Q1","Spain","Total","From 15 to 74 years","Total","Percentage","21.0",""
"2016Q1","Spain","Males","From 15 to 74 years","Total","Percentage","19.5",""
"2016Q1","Spain","Females","From 15 to 74 years","Total","Percentage","22.8",""
"2016Q1","France","Total","From 15 to 74 years","Total","Percentage","10.7",""
"2016Q1","France","Males","From 15 to 74 years","Total","Percentage","11.2",""
"2016Q1","France","Females","From 15 to 74 years","Total","Percentage","10.1",""
"2016Q1","Croatia","Total","From 15 to 74 years","Total","Percentage","15.4",""
"2016Q1","Croatia","Males","From 15 to 74 years","Total","Percentage","15.8",""
"2016Q1","Croatia","Females","From 15 to 74 years","Total","Percentage","14.9",""
"2016Q1","Italy","Total","From 15 to 74 years","Total","Percentage","12.1",""
"2016Q1","Italy","Males","From 15 to 74 years","Total","Percentage","11.6",""
"2016Q1","Italy","Females","From 15 to 74 years","Total","Percentage","12.9",""
"2016Q1","Cyprus","Total","From 15 to 74 years","Total","Percentage","14.1",""
"2016Q1","Cyprus","Males","From 15 to 74 years","Total","Percentage","14.0",""
"2016Q1","Cyprus","Females","From 15 to 74 years","Total","Percentage","14.2",""
"2016Q1","Latvia","Total","From 15 to 74 years","Total","Percentage","10.3",""
"2016Q1","Latvia","Males","From 15 to 74 years","Total","Percentage","11.0",""
"2016Q1","Latvia","Females","From 15 to 74 years","Total","Percentage","9.5",""
"2016Q1","Lithuania","Total","From 15 to 74 years","Total","Percentage","8.4",""
"2016Q1","Lithuania","Males","From 15 to 74 years","Total","Percentage","9.7",""
"2016Q1","Lithuania","Females","From 15 to 74 years","Total","Percentage","7.1",""
"2016Q1","Luxembourg","Total","From 15 to 74 years","Total","Percentage","5.9",""
"2016Q1","Luxembourg","Males","From 15 to 74 years","Total","Percentage","5.3",""
"2016Q1","Luxembourg","Females","From 15 to 74 years","Total","Percentage","6.7",""
"2016Q1","Hungary","Total","From 15 to 74 years","Total","Percentage","6.0",""
"2016Q1","Hungary","Males","From 15 to 74 years","Total","Percentage","6.0",""
"2016Q1","Hungary","Females","From 15 to 74 years","Total","Percentage","6.1",""
"2016Q1","Malta","Total","From 15 to 74 years","Total","Percentage","4.9",""
"2016Q1","Malta","Males","From 15 to 74 years","Total","Percentage","4.8",""
"2016Q1","Malta","Females","From 15 to 74 years","Total","Percentage","5.1",""
"2016Q1","Netherlands","Total","From 15 to 74 years","Total","Percentage","6.8",""
"2016Q1","Netherlands","Males","From 15 to 74 years","Total","Percentage","6.4",""
"2016Q1","Netherlands","Females","From 15 to 74 years","Total","Percentage","7.3",""
"2016Q1","Austria","Total","From 15 to 74 years","Total","Percentage","6.3",""
"2016Q1","Austria","Males","From 15 to 74 years","Total","Percentage","6.8",""
"2016Q1","Austria","Females","From 15 to 74 years","Total","Percentage","5.6",""
"2016Q1","Poland","Total","From 15 to 74 years","Total","Percentage","7.0",""
"2016Q1","Poland","Males","From 15 to 74 years","Total","Percentage","7.0",""
"2016Q1","Poland","Females","From 15 to 74 years","Total","Percentage","7.0",""
"2016Q1","Portugal","Total","From 15 to 74 years","Total","Percentage","12.6",""
"2016Q1","Portugal","Males","From 15 to 74 years","Total","Percentage","12.6",""
"2016Q1","Portugal","Females","From 15 to 74 years","Total","Percentage","12.5",""
"2016Q1","Romania","Total","From 15 to 74 years","Total","Percentage","6.6",""
"2016Q1","Romania","Males","From 15 to 74 years","Total","Percentage","7.6",""
"2016Q1","Romania","Females","From 15 to 74 years","Total","Percentage","5.3",""
"2016Q1","Slovenia","Total","From 15 to 74 years","Total","Percentage","8.9",""
"2016Q1","Slovenia","Males","From 15 to 74 years","Total","Percentage","8.4",""
"2016Q1","Slovenia","Females","From 15 to 74 years","Total","Percentage","9.4",""
"2016Q1","Slovakia","Total","From 15 to 74 years","Total","Percentage","10.4",""
"2016Q1","Slovakia","Males","From 15 to 74 years","Total","Percentage","9.4",""
"2016Q1","Slovakia","Females","From 15 to 74 years","Total","Percentage","11.6",""
"2016Q1","Finland","Total","From 15 to 74 years","Total","Percentage","9.6",""
"2016Q1","Finland","Males","From 15 to 74 years","Total","Percentage","10.2",""
"2016Q1","Finland","Females","From 15 to 74 years","Total","Percentage","9.0",""
"2016Q1","Sweden","Total","From 15 to 74 years","Total","Percentage","7.7",""
"2016Q1","Sweden","Males","From 15 to 74 years","Total","Percentage","8.2",""
"2016Q1","Sweden","Females","From 15 to 74 years","Total","Percentage","7.1",""
"2016Q1","United Kingdom","Total","From 15 to 74 years","Total","Percentage","5.0",""
"2016Q1","United Kingdom","Males","From 15 to 74 years","Total","Percentage","5.1",""
"2016Q1","United Kingdom","Females","From 15 to 74 years","Total","Percentage","4.9",""
"2016Q1","Iceland","Total","From 15 to 74 years","Total","Percentage","3.2",""
"2016Q1","Iceland","Males","From 15 to 74 years","Total","Percentage","3.8",""
"2016Q1","Iceland","Females","From 15 to 74 years","Total","Percentage","2.5",""
"2016Q1","Norway","Total","From 15 to 74 years","Total","Percentage","4.8",""
"2016Q1","Norway","Males","From 15 to 74 years","Total","Percentage","5.6",""
"2016Q1","Norway","Females","From 15 to 74 years","Total","Percentage","3.9",""
"2016Q1","Switzerland","Total","From 15 to 74 years","Total","Percentage","5.4",""
"2016Q1","Switzerland","Males","From 15 to 74 years","Total","Percentage","5.5",""
"2016Q1","Switzerland","Females","From 15 to 74 years","Total","Percentage","5.2",""
"2016Q1","Former Yugoslav Republic of Macedonia, the","Total","From 15 to 74 years","Total","Percentage","24.5",""
"2016Q1","Former Yugoslav Republic of Macedonia, the","Males","From 15 to 74 years","Total","Percentage","26.4",""
"2016Q1","Former Yugoslav Republic of Macedonia, the","Females","From 15 to 74 years","Total","Percentage","21.5",""
"2016Q1","Turkey","Total","From 15 to 74 years","Total","Percentage","10.9",""
"2016Q1","Turkey","Males","From 15 to 74 years","Total","Percentage","10.1",""
"2016Q1","Turkey","Females","From 15 to 74 years","Total","Percentage","12.6",""
"2016Q2","European Union (28 countries)","Total","From 15 to 74 years","Total","Percentage","8.6",""
"2016Q2","European Union (28 countries)","Males","From 15 to 74 years","Total","Percentage","8.4",""
"2016Q2","European Union (28 countries)","Females","From 15 to 74 years","Total","Percentage","8.7",""
"2016Q2","European Union (27 countries)","Total","From 15 to 74 years","Total","Percentage","8.5",""
"2016Q2","European Union (27 countries)","Males","From 15 to 74 years","Total","Percentage","8.4",""
"2016Q2","European Union (27 countries)","Females","From 15 to 74 years","Total","Percentage","8.7",""
"2016Q2","European Union (15 countries)","Total","From 15 to 74 years","Total","Percentage","9.1",""
"2016Q2","European Union (15 countries)","Males","From 15 to 74 years","Total","Percentage","8.9",""
"2016Q2","European Union (15 countries)","Females","From 15 to 74 years","Total","Percentage","9.3",""
"2016Q2","Euro area (19 countries)","Total","From 15 to 74 years","Total","Percentage","10.0",""
"2016Q2","Euro area (19 countries)","Males","From 15 to 74 years","Total","Percentage","9.7",""
"2016Q2","Euro area (19 countries)","Females","From 15 to 74 years","Total","Percentage","10.4",""
"2016Q2","Euro area (18 countries)","Total","From 15 to 74 years","Total","Percentage","10.1",""
"2016Q2","Euro area (18 countries)","Males","From 15 to 74 years","Total","Percentage","9.7",""
"2016Q2","Euro area (18 countries)","Females","From 15 to 74 years","Total","Percentage","10.4",""
"2016Q2","Euro area (17 countries)","Total","From 15 to 74 years","Total","Percentage","10.1",""
"2016Q2","Euro area (17 countries)","Males","From 15 to 74 years","Total","Percentage","9.7",""
"2016Q2","Euro area (17 countries)","Females","From 15 to 74 years","Total","Percentage","10.4",""
"2016Q2","Belgium","Total","From 15 to 74 years","Total","Percentage","7.9",""
"2016Q2","Belgium","Males","From 15 to 74 years","Total","Percentage","7.9",""
"2016Q2","Belgium","Females","From 15 to 74 years","Total","Percentage","8.0",""
"2016Q2","Bulgaria","Total","From 15 to 74 years","Total","Percentage","8.1",""
"2016Q2","Bulgaria","Males","From 15 to 74 years","Total","Percentage","8.8",""
"2016Q2","Bulgaria","Females","From 15 to 74 years","Total","Percentage","7.2",""
"2016Q2","Czech Republic","Total","From 15 to 74 years","Total","Percentage","3.9",""
"2016Q2","Czech Republic","Males","From 15 to 74 years","Total","Percentage","3.4",""
"2016Q2","Czech Republic","Females","From 15 to 74 years","Total","Percentage","4.6",""
"2016Q2","Denmark","Total","From 15 to 74 years","Total","Percentage","6.0",""
"2016Q2","Denmark","Males","From 15 to 74 years","Total","Percentage","5.7",""
"2016Q2","Denmark","Females","From 15 to 74 years","Total","Percentage","6.2",""
"2016Q2","Germany (until 1990 former territory of the FRG)","Total","From 15 to 74 years","Total","Percentage","4.2",""
"2016Q2","Germany (until 1990 former territory of the FRG)","Males","From 15 to 74 years","Total","Percentage","4.6",""
"2016Q2","Germany (until 1990 former territory of the FRG)","Females","From 15 to 74 years","Total","Percentage","3.8",""
"2016Q2","Estonia","Total","From 15 to 74 years","Total","Percentage","6.5",""
"2016Q2","Estonia","Males","From 15 to 74 years","Total","Percentage","7.6",""
"2016Q2","Estonia","Females","From 15 to 74 years","Total","Percentage","5.2",""
"2016Q2","Ireland","Total","From 15 to 74 years","Total","Percentage","8.6",""
"2016Q2","Ireland","Males","From 15 to 74 years","Total","Percentage","9.8",""
"2016Q2","Ireland","Females","From 15 to 74 years","Total","Percentage","7.1",""
"2016Q2","Greece","Total","From 15 to 74 years","Total","Percentage","23.1",""
"2016Q2","Greece","Males","From 15 to 74 years","Total","Percentage","19.5",""
"2016Q2","Greece","Females","From 15 to 74 years","Total","Percentage","27.6",""
"2016Q2","Spain","Total","From 15 to 74 years","Total","Percentage","20.0",""
"2016Q2","Spain","Males","From 15 to 74 years","Total","Percentage","18.4",""
"2016Q2","Spain","Females","From 15 to 74 years","Total","Percentage","21.8",""
